status,path,classification,reason
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-a4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b1.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-python-b4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-smoke-editor_fallback.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-smoke-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h2-smoke-token_return.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-formal-rejected-1-legal_count-midgame_250-full-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-formal-rejected-2-legal_count-gold_payment-full-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-formal-rejected-3-legal_count-gold_payment-simple-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-formal-rejected-4-random_selfplay_apply-initial-full-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-formal-rejected-wrapper-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-off.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-on.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-1-legal_count-midgame_250-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-2-legal_count-gold_payment-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-3-legal_count-gold_payment-simple.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-4-legal_count-initial-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-5-legal_actions-midgame_250-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-6-random_selfplay_apply-initial-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-1-legal_count-midgame_250-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-2-legal_count-gold_payment-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-3-legal_count-gold_payment-simple.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-4-legal_count-initial-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-5-legal_actions-midgame_250-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h3-smoke-v2-6-random_selfplay_apply-initial-full.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-formal-rejected-1-legal_codes-gold_payment-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-formal-rejected-2-legal_count-gold_payment-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-formal-rejected-3-legal_codes-midgame_250-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-formal-rejected-4-random_selfplay-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-formal-rejected-wrapper-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-off.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-on.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-smoke-1-legal_codes-gold_payment.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-smoke-2-legal_actions-gold_payment.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-smoke-3-legal_count-gold_payment.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-smoke-4-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-payment-smoke-5-random_selfplay.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-extra-1-legal_codes-token_return-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-extra-2-legal_actions-token_return-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-extra-3-legal_codes-editor_fallback-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-extra-4-legal_codes-five_moves-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-formal-20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-formal-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-off.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-on.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a1.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-a4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b1.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-python-b4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-smoke-1-legal_codes-token_return.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-smoke-2-legal_actions-token_return.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-smoke-3-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-smoke-4-legal_actions-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h4-return-smoke-5-random_selfplay_apply-initial.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-adaptive-1-legal_codes-five_moves-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-adaptive-2-legal_codes-midgame_250-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-extra-1-legal_codes-token_return-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-extra-2-legal_codes-five_moves-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-extra-3-legal_codes-gold_payment-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-extra-4-legal_codes-editor_fallback-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-boundaries-wrapper-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-extra-1-legal_codes-token_return-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-extra-2-legal_codes-gold_payment-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-extra-3-legal_codes-editor_fallback-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-off.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-final-on.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-formal-20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-formal-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-formal-final-20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-formal-final-20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-off.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-on.text.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-smoke-1-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-smoke-2-legal_codes-token_return.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-smoke-3-legal_codes-five_moves.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-smoke-4-legal_codes-gold_payment.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-packed-smoke-v2-1-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A1.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-A4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B1.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B1.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B2.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B2.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B3.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B3.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B4.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-B4.stdout.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-python-compare.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-shared-refactor-1-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-shared-refactor-2-legal_actions-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-shared-refactor-v2-1-legal_actions-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase2b/phase2b-h5-shared-refactor-v2-2-legal_codes-midgame_250.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-all-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-all-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-all-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-all-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-asan__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-asan__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-asan__Testing__Temporary__LastTestsFailed.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-card-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-card-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-card-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-card-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-compact-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-compact-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-compact-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-compact-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-path-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-path-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-path-off__Testing__Temporary__LastTestsFailed.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-path-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-path-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-reason-off__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-reason-off__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-reason-on__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-reason-on__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-tsan__Testing__Temporary__CTestCostData.txt.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/csplendor-phase3a-tsan__Testing__Temporary__LastTest.log.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_adaptive_forced_pass_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_adaptive_forced_pass_baseline_wrapper_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_card_classes_targeted_20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_card_classes_targeted_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_combined_forced_pass_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_compact_actions_targeted_20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_compact_actions_targeted_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_compact_reasons_baseline_wrapper_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_compact_reasons_targeted_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_path_stack_targeted_20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_path_stack_targeted_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_preadaptive_forced_pass_baseline_wrapper_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_shared_tree_recheck_20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_shared_tree_recheck_20260902.json.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
A,doc/performance_experiments/raw/phase3a/phase3a_single_lookup_targeted_20260902.csv.gz,measurement_support,"Evidence/manifest/CSV, isolated driver or verification helper; not production patch"
